COUNTY    , PRCTSEQ, PRECINCT                 , BALSEQID, JURISID, SECJURISID, CANDGROUP, OFFICENAME                                       , ELECTDATE , ELECTTYPE    , COL1HDG, RNAME1                    , PARTY1     , PVTALLY1, COL2HDG, RNAME2                        , PARTY2      , PVTALLY2, COL3HDG, RNAME3                     , PARTY3      , PVTALLY3, COL4HDG, RNAME4                          , PARTY4     , PVTALLY4, COL5HDG, RNAME5                   , PARTY5     , PVTALLY5, COL6HDG, RNAME6            , PARTY6     , PVTALLY6, COL7HDG, RNAME7         , PARTY7     , PVTALLY7, COL8HDG, RNAME8                   , PARTY8     , PVTALLY8, COL9HDG, RNAME9                     , PARTY9     , PVTALLY9, COL10HDG, RNAME10                , PARTY10    , PVTALLY10
Maury     ,    0011, Spring Hill 6-2          ,     0017,      64,          0,         0, Tennessee House of Representatives District 64   , 2014-11-04, State General,       1, Sheila Butt               , Republican ,      628,       2, James Gray                    , Independent ,      225,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0012, Theta 6-3                ,     0005,       0,          0,         0, Governor                                         , 2014-11-04, State General,       1, Bill Haslam               , Republican ,      544,       2, "Charles V. ""Charlie"" Brown", Democratic  ,      144,       3, Shaun Crowell              , Constitution,       40,       4, Isa Infante                     , Green      ,       10,       5, Steven Damon Coburn      , Independent,        8,       6, John Jay Hooker   , Independent,       11,       7, Daniel T. Lewis, Independent,        1,       8, Write-In - A. Darryl Haas, Independent,        0,       9, Write-In - BeLinda Jo Ivins, Independent,        0,       10, Write-In - Mark Pearson, Independent,         0
Maury     ,    0012, Theta 6-3                ,     0006,       0,          1,         0, Constitutional Amendment 1                       , 2014-11-04, State General,       1, Yes                       ,            ,      465,       2, No                            ,             ,      328,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0012, Theta 6-3                ,     0006,       0,          2,         0, Constitutional Amendment 2                       , 2014-11-04, State General,       1, Yes                       ,            ,      362,       2, No                            ,             ,      425,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0012, Theta 6-3                ,     0006,       0,          3,         0, Constitutional Amendment 3                       , 2014-11-04, State General,       1, Yes                       ,            ,      588,       2, No                            ,             ,      185,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0012, Theta 6-3                ,     0006,       0,          4,         0, Constitutional Amendment 4                       , 2014-11-04, State General,       1, Yes                       ,            ,      538,       2, No                            ,             ,      215,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0012, Theta 6-3                ,     0007,       0,          0,         1, United States Senate                             , 2014-11-04, State General,       1, Lamar Alexander           , Republican ,      485,       2, Gordon Ball                   , Democratic  ,      235,       3, Joe Wilmoth                , Constitution,       34,       4, Martin Pleasant                 , Green      ,        4,       5, "Tom Emerson, Jr."       , Independent,        8,       6, Edmund L. Gauthier, Independent,        3,       7, Joshua James   , Independent,        2,       8, Danny Page               , Independent,        7,       9, Bartholomew J. Phillips    , Independent,        1,       10, C. Salekin             , Independent,         0
Maury     ,    0012, Theta 6-3                ,     0007,       0,          0,         2, United States Senate                             , 2014-11-04, State General,      11, Eric Schechter            , Independent,        0,      12, Rick Tyler                    , Independent ,        1,      13, Write-In - DeWayne A. Jones, Independent ,        0,      14, Write-In - Erin Kent Magee      , Independent,        0,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0012, Theta 6-3                ,     0011,       7,          0,         0, United States House of Representatives District 7, 2014-11-04, State General,       1, Marsha Blackburn          , Republican ,      549,       2, Daniel Cramer                 , Democratic  ,      211,       3, Leonard D. Ladner          , Independent ,       32,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0012, Theta 6-3                ,     0017,      64,          0,         0, Tennessee House of Representatives District 64   , 2014-11-04, State General,       1, Sheila Butt               , Republican ,      560,       2, James Gray                    , Independent ,      209,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0013, Armory 7-1               ,     0005,       0,          0,         0, Governor                                         , 2014-11-04, State General,       1, Bill Haslam               , Republican ,      629,       2, "Charles V. ""Charlie"" Brown", Democratic  ,      201,       3, Shaun Crowell              , Constitution,       37,       4, Isa Infante                     , Green      ,        7,       5, Steven Damon Coburn      , Independent,        9,       6, John Jay Hooker   , Independent,       13,       7, Daniel T. Lewis, Independent,        6,       8, Write-In - A. Darryl Haas, Independent,        0,       9, Write-In - BeLinda Jo Ivins, Independent,        0,       10, Write-In - Mark Pearson, Independent,         0
Maury     ,    0013, Armory 7-1               ,     0006,       0,          1,         0, Constitutional Amendment 1                       , 2014-11-04, State General,       1, Yes                       ,            ,      553,       2, No                            ,             ,      377,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0013, Armory 7-1               ,     0006,       0,          2,         0, Constitutional Amendment 2                       , 2014-11-04, State General,       1, Yes                       ,            ,      508,       2, No                            ,             ,      397,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0013, Armory 7-1               ,     0006,       0,          3,         0, Constitutional Amendment 3                       , 2014-11-04, State General,       1, Yes                       ,            ,      652,       2, No                            ,             ,      245,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0013, Armory 7-1               ,     0006,       0,          4,         0, Constitutional Amendment 4                       , 2014-11-04, State General,       1, Yes                       ,            ,      654,       2, No                            ,             ,      220,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0013, Armory 7-1               ,     0007,       0,          0,         1, United States Senate                             , 2014-11-04, State General,       1, Lamar Alexander           , Republican ,      562,       2, Gordon Ball                   , Democratic  ,      277,       3, Joe Wilmoth                , Constitution,       30,       4, Martin Pleasant                 , Green      ,        7,       5, "Tom Emerson, Jr."       , Independent,       12,       6, Edmund L. Gauthier, Independent,        1,       7, Joshua James   , Independent,       12,       8, Danny Page               , Independent,        2,       9, Bartholomew J. Phillips    , Independent,        0,       10, C. Salekin             , Independent,         1
Maury     ,    0013, Armory 7-1               ,     0007,       0,          0,         2, United States Senate                             , 2014-11-04, State General,      11, Eric Schechter            , Independent,        0,      12, Rick Tyler                    , Independent ,        1,      13, Write-In - DeWayne A. Jones, Independent ,        0,      14, Write-In - Erin Kent Magee      , Independent,        0,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0013, Armory 7-1               ,     0011,       7,          0,         0, United States House of Representatives District 7, 2014-11-04, State General,       1, Marsha Blackburn          , Republican ,      618,       2, Daniel Cramer                 , Democratic  ,      267,       3, Leonard D. Ladner          , Independent ,       29,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0013, Armory 7-1               ,     0017,      64,          0,         0, Tennessee House of Representatives District 64   , 2014-11-04, State General,       1, Sheila Butt               , Republican ,      441,       2, James Gray                    , Independent ,      158,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0013, Armory 7-1               ,     0017,      69,          0,         0, Tennessee House of Representatives District 69   , 2014-11-04, State General,       1, Michael Curcio            , Republican ,      153,       2, David A. Shepard              , Democratic  ,      127,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0014, Hampshire 7-2            ,     0005,       0,          0,         0, Governor                                         , 2014-11-04, State General,       1, Bill Haslam               , Republican ,      362,       2, "Charles V. ""Charlie"" Brown", Democratic  ,       80,       3, Shaun Crowell              , Constitution,       28,       4, Isa Infante                     , Green      ,        2,       5, Steven Damon Coburn      , Independent,        7,       6, John Jay Hooker   , Independent,        8,       7, Daniel T. Lewis, Independent,        6,       8, Write-In - A. Darryl Haas, Independent,        0,       9, Write-In - BeLinda Jo Ivins, Independent,        0,       10, Write-In - Mark Pearson, Independent,         0
Maury     ,    0014, Hampshire 7-2            ,     0006,       0,          1,         0, Constitutional Amendment 1                       , 2014-11-04, State General,       1, Yes                       ,            ,      355,       2, No                            ,             ,      186,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0014, Hampshire 7-2            ,     0006,       0,          2,         0, Constitutional Amendment 2                       , 2014-11-04, State General,       1, Yes                       ,            ,      278,       2, No                            ,             ,      249,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0014, Hampshire 7-2            ,     0006,       0,          3,         0, Constitutional Amendment 3                       , 2014-11-04, State General,       1, Yes                       ,            ,      437,       2, No                            ,             ,       91,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0014, Hampshire 7-2            ,     0006,       0,          4,         0, Constitutional Amendment 4                       , 2014-11-04, State General,       1, Yes                       ,            ,      379,       2, No                            ,             ,      122,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0014, Hampshire 7-2            ,     0007,       0,          0,         1, United States Senate                             , 2014-11-04, State General,       1, Lamar Alexander           , Republican ,      358,       2, Gordon Ball                   , Democratic  ,      112,       3, Joe Wilmoth                , Constitution,       24,       4, Martin Pleasant                 , Green      ,        2,       5, "Tom Emerson, Jr."       , Independent,        9,       6, Edmund L. Gauthier, Independent,        1,       7, Joshua James   , Independent,        3,       8, Danny Page               , Independent,       10,       9, Bartholomew J. Phillips    , Independent,        1,       10, C. Salekin             , Independent,         0
Maury     ,    0014, Hampshire 7-2            ,     0007,       0,          0,         2, United States Senate                             , 2014-11-04, State General,      11, Eric Schechter            , Independent,        1,      12, Rick Tyler                    , Independent ,        2,      13, Write-In - DeWayne A. Jones, Independent ,        0,      14, Write-In - Erin Kent Magee      , Independent,        0,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0014, Hampshire 7-2            ,     0011,       4,          0,         0, United States House of Representatives District 4, 2014-11-04, State General,       1, Scott DesJarlais          , Republican ,        1,       2, Lenda Sherrell                , Democratic  ,        1,       3, Robert Rankin Doggart      , Independent ,        0,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0014, Hampshire 7-2            ,     0011,       7,          0,         0, United States House of Representatives District 7, 2014-11-04, State General,       1, Marsha Blackburn          , Republican ,      423,       2, Daniel Cramer                 , Democratic  ,       93,       3, Leonard D. Ladner          , Independent ,       16,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0014, Hampshire 7-2            ,     0017,      64,          0,         0, Tennessee House of Representatives District 64   , 2014-11-04, State General,       1, Sheila Butt               , Republican ,      155,       2, James Gray                    , Independent ,       35,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0014, Hampshire 7-2            ,     0017,      69,          0,         0, Tennessee House of Representatives District 69   , 2014-11-04, State General,       1, Michael Curcio            , Republican ,      246,       2, David A. Shepard              , Democratic  ,       80,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0015, Bear Creek 8-1           ,     0005,       0,          0,         0, Governor                                         , 2014-11-04, State General,       1, Bill Haslam               , Republican ,      919,       2, "Charles V. ""Charlie"" Brown", Democratic  ,      237,       3, Shaun Crowell              , Constitution,       46,       4, Isa Infante                     , Green      ,       13,       5, Steven Damon Coburn      , Independent,        4,       6, John Jay Hooker   , Independent,       28,       7, Daniel T. Lewis, Independent,       11,       8, Write-In - A. Darryl Haas, Independent,        0,       9, Write-In - BeLinda Jo Ivins, Independent,        0,       10, Write-In - Mark Pearson, Independent,         0
Maury     ,    0015, Bear Creek 8-1           ,     0006,       0,          1,         0, Constitutional Amendment 1                       , 2014-11-04, State General,       1, Yes                       ,            ,      748,       2, No                            ,             ,      554,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0015, Bear Creek 8-1           ,     0006,       0,          2,         0, Constitutional Amendment 2                       , 2014-11-04, State General,       1, Yes                       ,            ,      664,       2, No                            ,             ,      611,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0015, Bear Creek 8-1           ,     0006,       0,          3,         0, Constitutional Amendment 3                       , 2014-11-04, State General,       1, Yes                       ,            ,      916,       2, No                            ,             ,      341,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0015, Bear Creek 8-1           ,     0006,       0,          4,         0, Constitutional Amendment 4                       , 2014-11-04, State General,       1, Yes                       ,            ,      921,       2, No                            ,             ,      302,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0015, Bear Creek 8-1           ,     0007,       0,          0,         1, United States Senate                             , 2014-11-04, State General,       1, Lamar Alexander           , Republican ,      800,       2, Gordon Ball                   , Democratic  ,      349,       3, Joe Wilmoth                , Constitution,       53,       4, Martin Pleasant                 , Green      ,        8,       5, "Tom Emerson, Jr."       , Independent,        7,       6, Edmund L. Gauthier, Independent,        2,       7, Joshua James   , Independent,        5,       8, Danny Page               , Independent,       18,       9, Bartholomew J. Phillips    , Independent,        2,       10, C. Salekin             , Independent,         1
Maury     ,    0015, Bear Creek 8-1           ,     0007,       0,          0,         2, United States Senate                             , 2014-11-04, State General,      11, Eric Schechter            , Independent,        5,      12, Rick Tyler                    , Independent ,        7,      13, Write-In - DeWayne A. Jones, Independent ,        0,      14, Write-In - Erin Kent Magee      , Independent,        0,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0015, Bear Creek 8-1           ,     0011,       4,          0,         0, United States House of Representatives District 4, 2014-11-04, State General,       1, Scott DesJarlais          , Republican ,      778,       2, Lenda Sherrell                , Democratic  ,      398,       3, Robert Rankin Doggart      , Independent ,       98,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0015, Bear Creek 8-1           ,     0017,      64,          0,         0, Tennessee House of Representatives District 64   , 2014-11-04, State General,       1, Sheila Butt               , Republican ,      899,       2, James Gray                    , Independent ,      291,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0015, Bear Creek 8-1           ,     0017,      69,          0,         0, Tennessee House of Representatives District 69   , 2014-11-04, State General,       1, Michael Curcio            , Republican ,       26,       2, David A. Shepard              , Democratic  ,       32,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0016, Culleoka 8-2             ,     0005,       0,          0,         0, Governor                                         , 2014-11-04, State General,       1, Bill Haslam               , Republican ,      402,       2, "Charles V. ""Charlie"" Brown", Democratic  ,       98,       3, Shaun Crowell              , Constitution,       33,       4, Isa Infante                     , Green      ,        5,       5, Steven Damon Coburn      , Independent,        4,       6, John Jay Hooker   , Independent,       10,       7, Daniel T. Lewis, Independent,        7,       8, Write-In - A. Darryl Haas, Independent,        0,       9, Write-In - BeLinda Jo Ivins, Independent,        0,       10, Write-In - Mark Pearson, Independent,         0
Maury     ,    0016, Culleoka 8-2             ,     0006,       0,          1,         0, Constitutional Amendment 1                       , 2014-11-04, State General,       1, Yes                       ,            ,      345,       2, No                            ,             ,      240,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0016, Culleoka 8-2             ,     0006,       0,          2,         0, Constitutional Amendment 2                       , 2014-11-04, State General,       1, Yes                       ,            ,      268,       2, No                            ,             ,      306,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0016, Culleoka 8-2             ,     0006,       0,          3,         0, Constitutional Amendment 3                       , 2014-11-04, State General,       1, Yes                       ,            ,      436,       2, No                            ,             ,      131,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0016, Culleoka 8-2             ,     0006,       0,          4,         0, Constitutional Amendment 4                       , 2014-11-04, State General,       1, Yes                       ,            ,      390,       2, No                            ,             ,      167,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0016, Culleoka 8-2             ,     0007,       0,          0,         1, United States Senate                             , 2014-11-04, State General,       1, Lamar Alexander           , Republican ,      367,       2, Gordon Ball                   , Democratic  ,      136,       3, Joe Wilmoth                , Constitution,       30,       4, Martin Pleasant                 , Green      ,        8,       5, "Tom Emerson, Jr."       , Independent,        5,       6, Edmund L. Gauthier, Independent,        3,       7, Joshua James   , Independent,        2,       8, Danny Page               , Independent,        6,       9, Bartholomew J. Phillips    , Independent,        1,       10, C. Salekin             , Independent,         0
Maury     ,    0016, Culleoka 8-2             ,     0007,       0,          0,         2, United States Senate                             , 2014-11-04, State General,      11, Eric Schechter            , Independent,        0,      12, Rick Tyler                    , Independent ,        4,      13, Write-In - DeWayne A. Jones, Independent ,        0,      14, Write-In - Erin Kent Magee      , Independent,        0,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0016, Culleoka 8-2             ,     0011,       4,          0,         0, United States House of Representatives District 4, 2014-11-04, State General,       1, Scott DesJarlais          , Republican ,      369,       2, Lenda Sherrell                , Democratic  ,      175,       3, Robert Rankin Doggart      , Independent ,       23,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0016, Culleoka 8-2             ,     0017,      64,          0,         0, Tennessee House of Representatives District 64   , 2014-11-04, State General,       1, Sheila Butt               , Republican ,      415,       2, James Gray                    , Independent ,      139,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0017, Bigbyville 9-1           ,     0005,       0,          0,         0, Governor                                         , 2014-11-04, State General,       1, Bill Haslam               , Republican ,      548,       2, "Charles V. ""Charlie"" Brown", Democratic  ,      148,       3, Shaun Crowell              , Constitution,       35,       4, Isa Infante                     , Green      ,        1,       5, Steven Damon Coburn      , Independent,        6,       6, John Jay Hooker   , Independent,       14,       7, Daniel T. Lewis, Independent,        1,       8, Write-In - A. Darryl Haas, Independent,        0,       9, Write-In - BeLinda Jo Ivins, Independent,        0,       10, Write-In - Mark Pearson, Independent,         0
Maury     ,    0017, Bigbyville 9-1           ,     0006,       0,          1,         0, Constitutional Amendment 1                       , 2014-11-04, State General,       1, Yes                       ,            ,      492,       2, No                            ,             ,      312,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0017, Bigbyville 9-1           ,     0006,       0,          2,         0, Constitutional Amendment 2                       , 2014-11-04, State General,       1, Yes                       ,            ,      383,       2, No                            ,             ,      400,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0017, Bigbyville 9-1           ,     0006,       0,          3,         0, Constitutional Amendment 3                       , 2014-11-04, State General,       1, Yes                       ,            ,      593,       2, No                            ,             ,      184,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0017, Bigbyville 9-1           ,     0006,       0,          4,         0, Constitutional Amendment 4                       , 2014-11-04, State General,       1, Yes                       ,            ,      535,       2, No                            ,             ,      223,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0017, Bigbyville 9-1           ,     0007,       0,          0,         1, United States Senate                             , 2014-11-04, State General,       1, Lamar Alexander           , Republican ,      511,       2, Gordon Ball                   , Democratic  ,      204,       3, Joe Wilmoth                , Constitution,       29,       4, Martin Pleasant                 , Green      ,        6,       5, "Tom Emerson, Jr."       , Independent,        8,       6, Edmund L. Gauthier, Independent,        1,       7, Joshua James   , Independent,        0,       8, Danny Page               , Independent,        7,       9, Bartholomew J. Phillips    , Independent,        0,       10, C. Salekin             , Independent,         0
Maury     ,    0017, Bigbyville 9-1           ,     0007,       0,          0,         2, United States Senate                             , 2014-11-04, State General,      11, Eric Schechter            , Independent,        0,      12, Rick Tyler                    , Independent ,        6,      13, Write-In - DeWayne A. Jones, Independent ,        0,      14, Write-In - Erin Kent Magee      , Independent,        0,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0017, Bigbyville 9-1           ,     0011,       4,          0,         0, United States House of Representatives District 4, 2014-11-04, State General,       1, Scott DesJarlais          , Republican ,      501,       2, Lenda Sherrell                , Democratic  ,      232,       3, Robert Rankin Doggart      , Independent ,       48,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0017, Bigbyville 9-1           ,     0017,      64,          0,         0, Tennessee House of Representatives District 64   , 2014-11-04, State General,       1, Sheila Butt               , Republican ,      572,       2, James Gray                    , Independent ,      199,        ,                            ,             ,         ,        ,                                 ,            ,         ,        ,                          ,            ,         ,        ,                   ,            ,         ,        ,                ,            ,         ,        ,                          ,            ,         ,        ,                            ,            ,         ,         ,                        ,            ,          
Maury     ,    0018, Pleasant Heights 9-2     ,     0005,       0,          0,         0, Governor                                         , 2014-11-04, State General,       1, Bill Haslam               , Republican ,     1162,       2, "Charles V. ""Charlie"" Brown", Democratic  ,      193,       3, Shaun Crowell              , Constitution,       40,       4, Isa Infante                     , Green      ,        6,       5, Steven Damon Coburn      , Independent,        7,       6, John Jay Hooker   , Independent,       25,       7, Daniel T. Lewis, Independent,       11,       8, Write-In - A. Darryl Haas, Independent,        0,       9, Write-In - BeLinda Jo Ivins, Independent,        0,       10, Write-In - Mark Pearson, Independent,         0
