COUNTY    , PRECINCT                 , PRCTSEQ, BALSEQID, JURISID, SECJURISID, OFFICENAME                                       , ELECTDATE , ELECTTYPE    , COL1HDG, RNAME1                                                                             , PARTY1    , PVTALLY1, COL2HDG, RNAME2                                                                              , PARTY2     , PVTALLY2, COL3HDG, RNAME3                                                                             , PARTY3     , PVTALLY3, COL4HDG, RNAME4                                                                                     , PARTY4     , PVTALLY4, COL5HDG, RNAME5                                                                        , PARTY5     , PVTALLY5, COL6HDG, RNAME6                                                                                 , PARTY6     , PVTALLY6, COL7HDG, RNAME7                                                                             , PARTY7     , PVTALLY7, COL8HDG, RNAME8, PARTY8, PVTALLY8, COL9HDG, RNAME9, PARTY9, PVTALLY9, COL10HDG, RNAME10, PARTY10, PVTALLY10
Williamson, 9-2                      ,    0036,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,      437,       2, Gloria Johnson                                                                      , Democratic ,      186,       3, Tharon Chandler                                                                    , Independent,        7,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,        2,       5, Hastina Robinson                                                              , Independent,        0,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-2                      ,    0036,     0011,       5,          0, United States House of Representatives District 5, 2024-11-05, State General,       1, Andy Ogles                                                                         , Republican,      413,       2, Maryam Abolfazli                                                                    , Democratic ,      177,       3, " ""Yomi """"Fapas"""" Faparusi""                                                 ", Independent,        3,       4, Jim Larkin                                                                                 , Independent,       13,       5, Bob Titley                                                                    , Independent,       11,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-2                      ,    0036,     0017,      65,          0, Tennessee House of Representatives District 65   , 2024-11-05, State General,       1, Lee Reeves                                                                         , Republican,      444,       2, LaRhonda Williams                                                                   , Democratic ,      171,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-3                      ,    0037,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,     2446,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,      959,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        3,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        1,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,       29,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        5,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-3                      ,    0037,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,     2495,       2, Gloria Johnson                                                                      , Democratic ,      920,       3, Tharon Chandler                                                                    , Independent,       16,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,       15,       5, Hastina Robinson                                                              , Independent,        1,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-3                      ,    0037,     0011,       7,          0, United States House of Representatives District 7, 2024-11-05, State General,       1, Mark E. Green                                                                      , Republican,     2487,       2, Megan Barry                                                                         , Democratic ,      892,       3, Shaun Greene                                                                       , Independent,       35,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-3                      ,    0037,     0017,      65,          0, Tennessee House of Representatives District 65   , 2024-11-05, State General,       1, Lee Reeves                                                                         , Republican,     2581,       2, LaRhonda Williams                                                                   , Democratic ,      834,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-4                      ,    0038,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,     2180,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,      732,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        4,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        2,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,       28,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        4,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-4                      ,    0038,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,     2164,       2, Gloria Johnson                                                                      , Democratic ,      716,       3, Tharon Chandler                                                                    , Independent,       27,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,       21,       5, Hastina Robinson                                                              , Independent,        3,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-4                      ,    0038,     0011,       5,          0, United States House of Representatives District 5, 2024-11-05, State General,       1, Andy Ogles                                                                         , Republican,     2146,       2, Maryam Abolfazli                                                                    , Democratic ,      656,       3, " ""Yomi """"Fapas"""" Faparusi""                                                 ", Independent,       15,       4, Jim Larkin                                                                                 , Independent,       63,       5, Bob Titley                                                                    , Independent,       23,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-4                      ,    0038,     0017,      65,          0, Tennessee House of Representatives District 65   , 2024-11-05, State General,       1, Lee Reeves                                                                         , Republican,     2246,       2, LaRhonda Williams                                                                   , Democratic ,      656,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-5                      ,    0039,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,      164,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,       49,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        0,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        0,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,        1,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        0,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-5                      ,    0039,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,      159,       2, Gloria Johnson                                                                      , Democratic ,       47,       3, Tharon Chandler                                                                    , Independent,        5,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,        1,       5, Hastina Robinson                                                              , Independent,        1,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-5                      ,    0039,     0011,       5,          0, United States House of Representatives District 5, 2024-11-05, State General,       1, Andy Ogles                                                                         , Republican,      162,       2, Maryam Abolfazli                                                                    , Democratic ,       47,       3, " ""Yomi """"Fapas"""" Faparusi""                                                 ", Independent,        1,       4, Jim Larkin                                                                                 , Independent,        3,       5, Bob Titley                                                                    , Independent,        0,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-5                      ,    0039,     0015,      28,          0, Tennessee Senate District 28                     , 2024-11-05, State General,       1, Joey Hensley                                                                       , Republican,      167,       2, James Dallas                                                                        , Democratic ,       42,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-5                      ,    0039,     0017,      92,          0, Tennessee House of Representatives District 92   , 2024-11-05, State General,       1, Todd Warner                                                                        , Republican,      161,       2, Teri Mai                                                                            , Democratic ,       44,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-6                      ,    0040,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,     2130,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,      949,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        6,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        1,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,       27,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        6,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-6                      ,    0040,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,     2129,       2, Gloria Johnson                                                                      , Democratic ,      939,       3, Tharon Chandler                                                                    , Independent,       15,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,       12,       5, Hastina Robinson                                                              , Independent,        2,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-6                      ,    0040,     0011,       7,          0, United States House of Representatives District 7, 2024-11-05, State General,       1, Mark E. Green                                                                      , Republican,     2128,       2, Megan Barry                                                                         , Democratic ,      884,       3, Shaun Greene                                                                       , Independent,       46,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 9-6                      ,    0040,     0017,      65,          0, Tennessee House of Representatives District 65   , 2024-11-05, State General,       1, Lee Reeves                                                                         , Republican,     2167,       2, LaRhonda Williams                                                                   , Democratic ,      896,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-1                     ,    0041,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,     1669,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,     1289,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        6,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        4,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        1,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,       30,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,       17,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-1                     ,    0041,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,     1692,       2, Gloria Johnson                                                                      , Democratic ,     1259,       3, Tharon Chandler                                                                    , Independent,       24,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,       21,       5, Hastina Robinson                                                              , Independent,        5,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-1                     ,    0041,     0011,       7,          0, United States House of Representatives District 7, 2024-11-05, State General,       1, Mark E. Green                                                                      , Republican,     1704,       2, Megan Barry                                                                         , Democratic ,     1197,       3, Shaun Greene                                                                       , Independent,       79,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-1                     ,    0041,     0017,      61,          0, Tennessee House of Representatives District 61   , 2024-11-05, State General,       1, Gino Bulso                                                                         , Republican,     1642,       2, Claire Jones                                                                        , Democratic ,     1251,       3, Alana LeBlanc                                                                      , Independent,       77,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-2                     ,    0042,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,     1193,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,      889,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        4,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        0,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,       27,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        4,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-2                     ,    0042,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,     1220,       2, Gloria Johnson                                                                      , Democratic ,      859,       3, Tharon Chandler                                                                    , Independent,       19,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,       12,       5, Hastina Robinson                                                              , Independent,        3,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-2                     ,    0042,     0011,       7,          0, United States House of Representatives District 7, 2024-11-05, State General,       1, Mark E. Green                                                                      , Republican,     1210,       2, Megan Barry                                                                         , Democratic ,      848,       3, Shaun Greene                                                                       , Independent,       35,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-2                     ,    0042,     0017,      65,          0, Tennessee House of Representatives District 65   , 2024-11-05, State General,       1, Lee Reeves                                                                         , Republican,     1261,       2, LaRhonda Williams                                                                   , Democratic ,      823,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-3                     ,    0043,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,      164,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,       76,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        0,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        1,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,        6,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        2,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-3                     ,    0043,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,      168,       2, Gloria Johnson                                                                      , Democratic ,       78,       3, Tharon Chandler                                                                    , Independent,        2,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,        4,       5, Hastina Robinson                                                              , Independent,        1,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-3                     ,    0043,     0011,       7,          0, United States House of Representatives District 7, 2024-11-05, State General,       1, Mark E. Green                                                                      , Republican,      167,       2, Megan Barry                                                                         , Democratic ,       68,       3, Shaun Greene                                                                       , Independent,       14,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-3                     ,    0043,     0017,      63,          0, Tennessee House of Representatives District 63   , 2024-11-05, State General,       1, Jake McCalmon                                                                      , Republican,      172,       2, Laura Andreson                                                                      , Democratic ,       75,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-4                     ,    0044,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,     1201,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,      893,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        7,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        5,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        2,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,       37,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        7,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-4                     ,    0044,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,     1209,       2, Gloria Johnson                                                                      , Democratic ,      880,       3, Tharon Chandler                                                                    , Independent,       29,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,       18,       5, Hastina Robinson                                                              , Independent,        8,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-4                     ,    0044,     0011,       7,          0, United States House of Representatives District 7, 2024-11-05, State General,       1, Mark E. Green                                                                      , Republican,     1213,       2, Megan Barry                                                                         , Democratic ,      851,       3, Shaun Greene                                                                       , Independent,       66,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-4                     ,    0044,     0017,      61,          0, Tennessee House of Representatives District 61   , 2024-11-05, State General,       1, Gino Bulso                                                                         , Republican,     1189,       2, Claire Jones                                                                        , Democratic ,      869,       3, Alana LeBlanc                                                                      , Independent,       73,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-5                     ,    0045,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,      917,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,      974,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        6,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        3,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,       27,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        2,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-5                     ,    0045,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,      934,       2, Gloria Johnson                                                                      , Democratic ,      952,       3, Tharon Chandler                                                                    , Independent,       18,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,       19,       5, Hastina Robinson                                                              , Independent,        5,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-5                     ,    0045,     0011,       7,          0, United States House of Representatives District 7, 2024-11-05, State General,       1, Mark E. Green                                                                      , Republican,      944,       2, Megan Barry                                                                         , Democratic ,      912,       3, Shaun Greene                                                                       , Independent,       51,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-5                     ,    0045,     0017,      65,          0, Tennessee House of Representatives District 65   , 2024-11-05, State General,       1, Lee Reeves                                                                         , Republican,      968,       2, LaRhonda Williams                                                                   , Democratic ,      930,        ,                                                                                    ,            ,         ,        ,                                                                                            ,            ,         ,        ,                                                                               ,            ,         ,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-6                     ,    0046,     0003,       0,          0, President and Vice President of the United States, 2024-11-05, State General,       1, Electors for Donald J. Trump for President and JD Vance for Vice President         , Republican,      807,       2, Electors for Kamala D. Harris for President and Tim Walz for Vice President         , Democratic ,      442,       3, Electors for Jay J Bowman for President and De D Bowman for Vice President         , Independent,        3,       4, Electors for Claudia De la Cruz for President and Karina Garcia for Vice President         , Independent,        0,       5, Electors for Rachele Fruit for President and Dennis Richter for Vice President, Independent,        0,       6, Electors for Robert F. Kennedy Jr. for President and Nicole Shanahan for Vice President, Independent,       13,       7, Electors for Jill Stein for President and Samson LeBeau Kpadenou for Vice President, Independent,        4,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
Williamson, 10-6                     ,    0046,     0007,       0,          0, United States Senate                             , 2024-11-05, State General,       1, Marsha Blackburn                                                                   , Republican,      822,       2, Gloria Johnson                                                                      , Democratic ,      428,       3, Tharon Chandler                                                                    , Independent,        8,       4, " ""Pamela Jeanine """"P."""" Moses""                                                     ", Independent,       10,       5, Hastina Robinson                                                              , Independent,        1,        ,                                                                                        ,            ,         ,        ,                                                                                    ,            ,         ,        ,       ,       ,         ,        ,       ,       ,         ,         ,        ,        , 
