COUNTY, PRECINCT, Prct Seq            , Office Seq, OfficeID, District, Candidate Group                            , OFFICENAME     , ELECTDATE, ELECTTYPE       , COL1, BNAME1                                 , TALLY1, COL2, BNAME2                    , TALLY2, COL3, BNAME3                     , TALLY3, COL4, BNAME4                                        , TALLY4, COL5, BNAME5                    , TALLY5, COL6, BNAME6                     , TALLY6, COL7, BNAME7                   , TALLY7, COL8, BNAME8           , TALLY8, COL9, BNAME9                , TALLY9, COL10, BNAME10, TALLY10
  0011,        4, Orchard View        , TS        ,       12,        1, Tennessee Senate District                  , " ""November 4", " 2008""", General Election,    1, Becky Ruppe - (D)                      ,    534,    2, Ken Yager - (R)           ,    672,    3, Christopher G. Fenner - (I),     71,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0011,        5, Orchard View        , TH        ,       32,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Dennis Ferguson - (D)                  ,    990,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0012,        1, Pond Grove          , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    295,    2, John McCain - (R)         ,    567,    3, Chuck Baldwin - (I)        ,      0,    4, Bob Barr - (I)                                ,      3,    5, Charles Jay - (I)         ,      2,    6, Cynthia McKinney - (I)     ,      3,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      5,     ,                       ,      0,      ,        ,       0
  0012,        2, Pond Grove          , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    215,    2, Lamar Alexander - (R)     ,    599,    3, Edward L. Buck - (I)       ,      8,    4, Christopher G. Fenner - (I)                   ,      4,    5, David Gatchell - (I)      ,      1,    6, Ed Lawhorn - (I)           ,      2,    7, Daniel Towers Lewis - (I),      0,    8, Chris Lugo - (I) ,      5,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0012,        3, Pond Grove          , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    598,    2, Monty J. Lankford - (R)   ,    213,    3, James Anthony Gray - (I)   ,     12,    4, Kevin Ragsdale - (I)                          ,     14,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0012,        4, Pond Grove          , TS        ,       12,        1, Tennessee Senate District                  , " ""November 4", " 2008""", General Election,    1, Becky Ruppe - (D)                      ,    488,    2, Ken Yager - (R)           ,    341,    3, Christopher G. Fenner - (I),     27,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0012,        5, Pond Grove          , TH        ,       32,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Dennis Ferguson - (D)                  ,    733,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0013,        1, Paw Paw             , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    115,    2, John McCain - (R)         ,    424,    3, Chuck Baldwin - (I)        ,      3,    4, Bob Barr - (I)                                ,      5,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      4,     ,                       ,      0,      ,        ,       0
  0013,        2, Paw Paw             , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,     75,    2, Lamar Alexander - (R)     ,    440,    3, Edward L. Buck - (I)       ,     11,    4, Christopher G. Fenner - (I)                   ,      3,    5, David Gatchell - (I)      ,      1,    6, Ed Lawhorn - (I)           ,      4,    7, Daniel Towers Lewis - (I),      2,    8, Chris Lugo - (I) ,      2,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0013,        3, Paw Paw             , USH       ,        3,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Doug Vandagriff - (D)                  ,     98,    2, Zach Wamp - (R)           ,    408,    3, Ed Choate - (I)            ,     10,    4, Jean Howard-Hill - (I)                        ,      9,    5, Write-In - June Griffin   ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0013,        4, Paw Paw             , TS        ,       12,        1, Tennessee Senate District                  , " ""November 4", " 2008""", General Election,    1, Becky Ruppe - (D)                      ,    165,    2, Ken Yager - (R)           ,    310,    3, Christopher G. Fenner - (I),     53,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0013,        5, Paw Paw             , TH        ,       32,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Dennis Ferguson - (D)                  ,    371,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0014,        1, Paint Rock          , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    117,    2, John McCain - (R)         ,    369,    3, Chuck Baldwin - (I)        ,      7,    4, Bob Barr - (I)                                ,      1,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      2,     ,                       ,      0,      ,        ,       0
  0014,        2, Paint Rock          , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,     76,    2, Lamar Alexander - (R)     ,    382,    3, Edward L. Buck - (I)       ,      6,    4, Christopher G. Fenner - (I)                   ,      5,    5, David Gatchell - (I)      ,      1,    6, Ed Lawhorn - (I)           ,      4,    7, Daniel Towers Lewis - (I),      1,    8, Chris Lugo - (I) ,      0,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0014,        3, Paint Rock          , USH       ,        3,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Doug Vandagriff - (D)                  ,     88,    2, Zach Wamp - (R)           ,    366,    3, Ed Choate - (I)            ,      7,    4, Jean Howard-Hill - (I)                        ,      8,    5, Write-In - June Griffin   ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0014,        4, Paint Rock          , TS        ,       12,        1, Tennessee Senate District                  , " ""November 4", " 2008""", General Election,    1, Becky Ruppe - (D)                      ,    133,    2, Ken Yager - (R)           ,    293,    3, Christopher G. Fenner - (I),     41,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0014,        5, Paint Rock          , TH        ,       32,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Dennis Ferguson - (D)                  ,    349,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0015,        1, South Harriman      , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    377,    2, John McCain - (R)         ,    837,    3, Chuck Baldwin - (I)        ,      0,    4, Bob Barr - (I)                                ,      5,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      8,     ,                       ,      0,      ,        ,       0
  0015,        2, South Harriman      , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    253,    2, Lamar Alexander - (R)     ,    869,    3, Edward L. Buck - (I)       ,     12,    4, Christopher G. Fenner - (I)                   ,      3,    5, David Gatchell - (I)      ,      2,    6, Ed Lawhorn - (I)           ,      2,    7, Daniel Towers Lewis - (I),      0,    8, Chris Lugo - (I) ,      5,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0015,        3, South Harriman      , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    833,    2, Monty J. Lankford - (R)   ,    306,    3, James Anthony Gray - (I)   ,     14,    4, Kevin Ragsdale - (I)                          ,     24,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0015,        4, South Harriman      , TS        ,       12,        1, Tennessee Senate District                  , " ""November 4", " 2008""", General Election,    1, Becky Ruppe - (D)                      ,    574,    2, Ken Yager - (R)           ,    583,    3, Christopher G. Fenner - (I),     53,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0015,        5, South Harriman      , TH        ,       32,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Dennis Ferguson - (D)                  ,    966,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0016,        1, Dyllis              , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    279,    2, John McCain - (R)         ,    705,    3, Chuck Baldwin - (I)        ,      5,    4, Bob Barr - (I)                                ,      3,    5, Charles Jay - (I)         ,      1,    6, Cynthia McKinney - (I)     ,      2,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      0,     ,                       ,      0,      ,        ,       0
  0016,        2, Dyllis              , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    197,    2, Lamar Alexander - (R)     ,    719,    3, Edward L. Buck - (I)       ,     13,    4, Christopher G. Fenner - (I)                   ,      8,    5, David Gatchell - (I)      ,      2,    6, Ed Lawhorn - (I)           ,      6,    7, Daniel Towers Lewis - (I),      4,    8, Chris Lugo - (I) ,      2,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0016,        3, Dyllis              , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    508,    2, Monty J. Lankford - (R)   ,    390,    3, James Anthony Gray - (I)   ,     21,    4, Kevin Ragsdale - (I)                          ,     23,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0016,        4, Dyllis              , TS        ,       12,        1, Tennessee Senate District                  , " ""November 4", " 2008""", General Election,    1, Becky Ruppe - (D)                      ,    377,    2, Ken Yager - (R)           ,    530,    3, Christopher G. Fenner - (I),     59,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0016,        5, Dyllis              , TH        ,       32,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Dennis Ferguson - (D)                  ,    736,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0017,        1, Eureka              , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    270,    2, John McCain - (R)         ,    608,    3, Chuck Baldwin - (I)        ,      1,    4, Bob Barr - (I)                                ,      1,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),      6,     ,                       ,      0,      ,        ,       0
  0017,        2, Eureka              , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    198,    2, Lamar Alexander - (R)     ,    638,    3, Edward L. Buck - (I)       ,      7,    4, Christopher G. Fenner - (I)                   ,      4,    5, David Gatchell - (I)      ,      1,    6, Ed Lawhorn - (I)           ,      2,    7, Daniel Towers Lewis - (I),      4,    8, Chris Lugo - (I) ,      0,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0017,        3, Eureka              , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    610,    2, Monty J. Lankford - (R)   ,    231,    3, James Anthony Gray - (I)   ,      7,    4, Kevin Ragsdale - (I)                          ,     10,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0017,        4, Eureka              , TS        ,       12,        1, Tennessee Senate District                  , " ""November 4", " 2008""", General Election,    1, Becky Ruppe - (D)                      ,    466,    2, Ken Yager - (R)           ,    359,    3, Christopher G. Fenner - (I),     48,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0017,        5, Eureka              , TH        ,       32,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Dennis Ferguson - (D)                  ,    702,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0018,        1, Harriman Ward 1     , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    567,    2, John McCain - (R)         ,    835,    3, Chuck Baldwin - (I)        ,      5,    4, Bob Barr - (I)                                ,      5,    5, Charles Jay - (I)         ,      1,    6, Cynthia McKinney - (I)     ,      6,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),     13,     ,                       ,      0,      ,        ,       0
  0018,        2, Harriman Ward 1     , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    396,    2, Lamar Alexander - (R)     ,    906,    3, Edward L. Buck - (I)       ,     12,    4, Christopher G. Fenner - (I)                   ,      8,    5, David Gatchell - (I)      ,      7,    6, Ed Lawhorn - (I)           ,      5,    7, Daniel Towers Lewis - (I),      6,    8, Chris Lugo - (I) ,      5,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0018,        3, Harriman Ward 1     , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    982,    2, Monty J. Lankford - (R)   ,    336,    3, James Anthony Gray - (I)   ,     20,    4, Kevin Ragsdale - (I)                          ,     26,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0018,        4, Harriman Ward 1     , TS        ,       12,        1, Tennessee Senate District                  , " ""November 4", " 2008""", General Election,    1, Becky Ruppe - (D)                      ,    782,    2, Ken Yager - (R)           ,    579,    3, Christopher G. Fenner - (I),     51,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0018,        5, Harriman Ward 1     , TH        ,       32,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Dennis Ferguson - (D)                  ,   1158,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0019,        1, Johnson Sch House   , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,     61,    2, John McCain - (R)         ,    190,    3, Chuck Baldwin - (I)        ,      4,    4, Bob Barr - (I)                                ,      2,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      5,     ,                       ,      0,      ,        ,       0
  0019,        2, Johnson Sch House   , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,     60,    2, Lamar Alexander - (R)     ,    188,    3, Edward L. Buck - (I)       ,      7,    4, Christopher G. Fenner - (I)                   ,      2,    5, David Gatchell - (I)      ,      1,    6, Ed Lawhorn - (I)           ,      0,    7, Daniel Towers Lewis - (I),      5,    8, Chris Lugo - (I) ,      1,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0019,        3, Johnson Sch House   , USH       ,        3,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Doug Vandagriff - (D)                  ,     67,    2, Zach Wamp - (R)           ,    171,    3, Ed Choate - (I)            ,     11,    4, Jean Howard-Hill - (I)                        ,     12,    5, Write-In - June Griffin   ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0019,        4, Johnson Sch House   , TS        ,       12,        1, Tennessee Senate District                  , " ""November 4", " 2008""", General Election,    1, Becky Ruppe - (D)                      ,     93,    2, Ken Yager - (R)           ,    125,    3, Christopher G. Fenner - (I),     41,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0019,        5, Johnson Sch House   , TH        ,       32,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Dennis Ferguson - (D)                  ,    194,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0020,        1, Kingston Ward 1     , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    641,    2, John McCain - (R)         ,   1747,    3, Chuck Baldwin - (I)        ,      5,    4, Bob Barr - (I)                                ,      8,    5, Charles Jay - (I)         ,      1,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),     17,     ,                       ,      0,      ,        ,       0
  0020,        2, Kingston Ward 1     , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    453,    2, Lamar Alexander - (R)     ,   1818,    3, Edward L. Buck - (I)       ,     26,    4, Christopher G. Fenner - (I)                   ,     10,    5, David Gatchell - (I)      ,      5,    6, Ed Lawhorn - (I)           ,     12,    7, Daniel Towers Lewis - (I),      9,    8, Chris Lugo - (I) ,      4,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0020,        3, Kingston Ward 1     , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,   1281,    2, Monty J. Lankford - (R)   ,    917,    3, James Anthony Gray - (I)   ,     36,    4, Kevin Ragsdale - (I)                          ,     46,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0020,        4, Kingston Ward 1     , TS        ,       12,        1, Tennessee Senate District                  , " ""November 4", " 2008""", General Election,    1, Becky Ruppe - (D)                      ,    972,    2, Ken Yager - (R)           ,   1286,    3, Christopher G. Fenner - (I),     99,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0020,        5, Kingston Ward 1     , TH        ,       32,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Dennis Ferguson - (D)                  ,   1766,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0021,        1, Kingston Ward 2     , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    584,    2, John McCain - (R)         ,   1212,    3, Chuck Baldwin - (I)        ,      2,    4, Bob Barr - (I)                                ,      3,    5, Charles Jay - (I)         ,      1,    6, Cynthia McKinney - (I)     ,      3,    7, Brian Moore - (I)        ,      2,    8, Ralph Nader - (I),     10,     ,                       ,      0,      ,        ,       0
  0021,        2, Kingston Ward 2     , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    398,    2, Lamar Alexander - (R)     ,   1310,    3, Edward L. Buck - (I)       ,     14,    4, Christopher G. Fenner - (I)                   ,     10,    5, David Gatchell - (I)      ,      1,    6, Ed Lawhorn - (I)           ,     10,    7, Daniel Towers Lewis - (I),      5,    8, Chris Lugo - (I) ,      4,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0021,        3, Kingston Ward 2     , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,   1036,    2, Monty J. Lankford - (R)   ,    627,    3, James Anthony Gray - (I)   ,     20,    4, Kevin Ragsdale - (I)                          ,     45,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0021,        4, Kingston Ward 2     , TS        ,       12,        1, Tennessee Senate District                  , " ""November 4", " 2008""", General Election,    1, Becky Ruppe - (D)                      ,    800,    2, Ken Yager - (R)           ,    903,    3, Christopher G. Fenner - (I),     76,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0021,        5, Kingston Ward 2     , TH        ,       32,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Dennis Ferguson - (D)                  ,   1357,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0022,        1, Lawnville           , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    349,    2, John McCain - (R)         ,    925,    3, Chuck Baldwin - (I)        ,      3,    4, Bob Barr - (I)                                ,      1,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),     14,     ,                       ,      0,      ,        ,       0
  0022,        2, Lawnville           , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    227,    2, Lamar Alexander - (R)     ,    960,    3, Edward L. Buck - (I)       ,     18,    4, Christopher G. Fenner - (I)                   ,     11,    5, David Gatchell - (I)      ,      1,    6, Ed Lawhorn - (I)           ,      8,    7, Daniel Towers Lewis - (I),      2,    8, Chris Lugo - (I) ,      1,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0022,        3, Lawnville           , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    667,    2, Monty J. Lankford - (R)   ,    507,    3, James Anthony Gray - (I)   ,     17,    4, Kevin Ragsdale - (I)                          ,     21,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0022,        4, Lawnville           , TS        ,       12,        1, Tennessee Senate District                  , " ""November 4", " 2008""", General Election,    1, Becky Ruppe - (D)                      ,    522,    2, Ken Yager - (R)           ,    657,    3, Christopher G. Fenner - (I),     70,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0022,        5, Lawnville           , TH        ,       32,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Dennis Ferguson - (D)                  ,    945,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0023,        1, Renfro              , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    234,    2, John McCain - (R)         ,    501,    3, Chuck Baldwin - (I)        ,      1,    4, Bob Barr - (I)                                ,      1,    5, Charles Jay - (I)         ,      1,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      9,     ,                       ,      0,      ,        ,       0
  0023,        2, Renfro              , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    152,    2, Lamar Alexander - (R)     ,    547,    3, Edward L. Buck - (I)       ,      9,    4, Christopher G. Fenner - (I)                   ,      1,    5, David Gatchell - (I)      ,      2,    6, Ed Lawhorn - (I)           ,      2,    7, Daniel Towers Lewis - (I),      1,    8, Chris Lugo - (I) ,      2,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0023,        3, Renfro              , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    390,    2, Monty J. Lankford - (R)   ,    292,    3, James Anthony Gray - (I)   ,     14,    4, Kevin Ragsdale - (I)                          ,     15,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0023,        4, Renfro              , TS        ,       12,        1, Tennessee Senate District                  , " ""November 4", " 2008""", General Election,    1, Becky Ruppe - (D)                      ,    345,    2, Ken Yager - (R)           ,    338,    3, Christopher G. Fenner - (I),     47,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0023,        5, Renfro              , TH        ,       32,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Dennis Ferguson - (D)                  ,    571,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0024,        1, Rockwood Ward 1     , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    306,    2, John McCain - (R)         ,    440,    3, Chuck Baldwin - (I)        ,      6,    4, Bob Barr - (I)                                ,      4,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      2,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),      7,     ,                       ,      0,      ,        ,       0
  0024,        2, Rockwood Ward 1     , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    210,    2, Lamar Alexander - (R)     ,    508,    3, Edward L. Buck - (I)       ,     12,    4, Christopher G. Fenner - (I)                   ,      6,    5, David Gatchell - (I)      ,      3,    6, Ed Lawhorn - (I)           ,      1,    7, Daniel Towers Lewis - (I),      1,    8, Chris Lugo - (I) ,      3,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0024,        3, Rockwood Ward 1     , USH       ,        4,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Lincoln Davis - (D)                    ,    520,    2, Monty J. Lankford - (R)   ,    201,    3, James Anthony Gray - (I)   ,     15,    4, Kevin Ragsdale - (I)                          ,     14,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0024,        4, Rockwood Ward 1     , TS        ,       12,        1, Tennessee Senate District                  , " ""November 4", " 2008""", General Election,    1, Becky Ruppe - (D)                      ,    443,    2, Ken Yager - (R)           ,    298,    3, Christopher G. Fenner - (I),     31,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
